CourtLink, which has 160 employees, developed a filing system that enables judges, lawyers and court clerks to process pleadings, motions and other documents electronically over a secure connection.
0	"160 employees"	"be has by"	"CourtLink"
160	"company 's gun"	"was used an argument that legal experts term novel in gun litigation in"	"a given shooting"
160	"company 's gun"	"was used"	"an argument"
160	"company 's gun"	"was used"	"which in a given shooting"
160	"company 's gun"	"was used"	"which"
160	"company"	"has"	"gun"
160	"it"	"can not be proven"	"which company 's gun was used in a given shooting"
160	"it"	"was used in"	"a given shooting"
160	"the companies"	"be collectively liable for"	"the shootings"
160	"this "negligent distribution"	"makes the companies collectively liable for"	"the shootings"
160	"this negligent distribution"	"makes"	"the companies even if it can not be proven which company 's gun was used in a given shooting an argument that legal experts term novel in gun litigation"
The Russian Parliament voted Wednesday to contribute only 23.4 billion rubles for the coming year, less than a 10th of the total budget for the year.
161	"The Russian Parliament"	"to contribute only 23.4 billion rubles for"	"the coming year"
161	"The Russian Parliament"	"to contribute"	"only 23.4 billion rubles"
161	"The Russian Parliament"	"voted in"	"Wednesday"
161	"The Russian Parliament"	"voted to contribute only 23.4 billion rubles for"	"the coming year"
161	"The Russian Parliament"	"voted to contribute"	"only 23.4 billion rubles"
161	"The Russian Parliament"	"voted"	"Wednesday to contribute only 23.4 billion rubles for the coming year less than a 10th of the total budget for the year"
161	"The Russian Parliament"	"voted"	"Wednesday to contribute only 23.4 billion rubles for the coming year"
161	"The Russian Parliament"	"voted"	"Wednesday to contribute only 23.4 billion rubles than a 10th of the total budget for the year"
161	"The Russian Parliament"	"voted"	"Wednesday"
161	"The Russian Parliament"	"voted"	"to contribute only 23.4 billion rubles for the coming year less than a 10th of the total budget for the year"
161	"The Russian Parliament"	"voted"	"to contribute only 23.4 billion rubles for the coming year"
161	"The Russian Parliament"	"voted"	"to contribute only 23.4 billion rubles than a 10th of the total budget for the year"
161	"only 23.4 billion rubles"	"to be contribute for"	"the coming year"
Tierney Finn, an actress, and Mark Fitzmartin, a television commercial producer for Fernbach Productions in New York, both graduates of New York University's Tisch School of the Arts, were married yesterday in Holy Trinity Chapel at N.Y.U.
162	"Fernbach Productions"	"be a television commercial producer for"	"both graduates of New York University 's Tisch School of the Arts"
162	"Fernbach Productions"	"be both graduates of"	"New York University 's Tisch School of the Arts"
162	"Mark Fitzmartin"	"were married"	"yesterday in Holy Trinity Chapel at N.Y.U."
162	"Mark Fitzmartin"	"were married"	"yesterday"
162	"New York University"	"has"	"Tisch School of the Arts"
162	"New York"	"were married yesterday in"	"Holy Trinity Chapel"
162	"Tierney Finn , an actress , and Mark Fitzmartin"	"be a television commercial producer for"	"Fernbach Productions"
162	"Tierney Finn , an actress , and Mark Fitzmartin"	"were married at"	"N.Y."
162	"Tierney Finn , an actress , and Mark Fitzmartin"	"were married in"	"Holy Trinity Chapel"
162	"Tierney Finn an actress and Mark Fitzmartin a television commercial producer for Fernbach Productions in New York both graduates of New York University 's Tisch School of the Arts"	"were married"	"yesterday in Holy Trinity Chapel at N.Y.U."
162	"Tierney Finn an actress and Mark Fitzmartin a television commercial producer for Fernbach Productions in New York both graduates of New York University 's Tisch School of the Arts"	"were married"	"yesterday"
162	"Tierney Finn"	"were married"	"yesterday in Holy Trinity Chapel at N.Y.U."
162	"Tierney Finn"	"were married"	"yesterday"
162	"a television commercial producer for Fernbach Productions in New York"	"were married"	"yesterday in Holy Trinity Chapel at N.Y.U."
162	"a television commercial producer for Fernbach Productions in New York"	"were married"	"yesterday"
162	"an actress"	"were married"	"yesterday in Holy Trinity Chapel at N.Y.U."
162	"an actress"	"were married"	"yesterday"
162	"both graduates of New York University 's Tisch School of the Arts"	"be Fernbach Productions in"	"New York"
162	"both graduates of New York University 's Tisch School of the Arts"	"were married"	"yesterday in Holy Trinity Chapel at N.Y.U."
162	"both graduates of New York University 's Tisch School of the Arts"	"were married"	"yesterday"
Jesse Jackson and one of his campaign fund-raisers misstated the history of Mr. Jackson's requests for permission to visit South Africa.
163	"Jesse Jackson and one of his campaign fund-raisers"	"misstated"	"the history of Mr. Jackson 's requests for permission to visit South Africa"
163	"Jesse Jackson and one of his campaign fund-raisers"	"misstated"	"the history of Mr. Jackson 's requests to visit South Africa"
163	"Jesse Jackson"	"misstated"	"the history of Mr. Jackson 's requests for permission to visit South Africa"
163	"Jesse Jackson"	"misstated"	"the history of Mr. Jackson 's requests to visit South Africa"
163	"Mr. Jackson"	"has"	"requests"
163	"his campaign fund-raisers"	"misstated the history of"	"Mr. Jackson 's requests"
163	"his"	"has"	"campaign fund-raisers"
163	"one of his campaign fund-raisers"	"misstated"	"the history of Mr. Jackson 's requests for permission to visit South Africa"
163	"one of his campaign fund-raisers"	"misstated"	"the history of Mr. Jackson 's requests to visit South Africa"
I'm tickled to death that he's coming back because he should be back.
164	"I"	"'m tickled to"	"death"
164	"I"	"'m tickled"	"that he 's coming back because he should be back"
164	"I"	"'m tickled"	"to death that he 's coming back because he should be back"
164	"he"	"'s coming back"	"because he should be back"
164	"he"	"should be"	"back"
Many Schubert admirers I know, however, would be ecstatic to learn that their idol was a fellow homosexual, who acted on his sexuality with joy and pride.
165	"I"	"know"	"Many Schubert admirers"
165	"Many Schubert admirers"	"would be"	"ecstatic to learn that their idol was a fellow homosexual however"
165	"Many Schubert admirers"	"would be"	"ecstatic to learn that their idol was a fellow homosexual"
165	"a fellow homosexual"	"acted on"	"his sexuality"
165	"his"	"has"	"sexuality"
165	"that a fellow homosexual"	"acted"	"on his sexuality with joy and pride"
165	"that a fellow homosexual"	"acted"	"on his sexuality with joy"
165	"that a fellow homosexual"	"acted"	"on his sexuality with pride"
165	"that a fellow homosexual"	"acted"	"on his sexuality"
165	"their idol"	"was"	"a fellow homosexual who acted on his sexuality with joy and pride"
165	"their idol"	"was"	"a fellow homosexual"
165	"their"	"has"	"idol"
He graduated summa cum laude from the University of California, Los Angeles.
166	"California Angeles"	"is"	"Los"
166	"He"	"graduated summa cum laude from"	"the University of California"
166	"He"	"graduated"	"summa cum laude from the University of California Angeles"
166	"He"	"graduated"	"summa cum laude"
166	"Los Angeles"	"be the University of"	"California"
166	"summa cum laude"	"be graduated from"	"the University of California"
He washed dishes and chopped vegetables for a year before getting a scholarship to attend the State University of New York at Oneonta.
167	"He"	"washed chopped vegetables for"	"a year"
167	"He"	"washed dishes for"	"a year"
167	"He"	"washed"	"chopped vegetables before getting a scholarship to attend the State University of New York at Oneonta"
167	"He"	"washed"	"chopped vegetables for a year"
167	"He"	"washed"	"chopped vegetables"
167	"He"	"washed"	"dishes and chopped vegetables before getting a scholarship to attend the State University of New York at Oneonta"
167	"He"	"washed"	"dishes and chopped vegetables for a year"
167	"He"	"washed"	"dishes and chopped vegetables"
167	"He"	"washed"	"dishes before getting a scholarship to attend the State University of New York at Oneonta"
167	"He"	"washed"	"dishes for a year"
167	"He"	"washed"	"dishes"
167	"dishes and chopped vegetables"	"be washed for"	"a year"
167	"the State University of New York"	"to be attend at"	"Oneonta"
She was a continuing source of love, kindness and generosity who never failed to nurture her adoring family.
168	"She"	"was a continuing source of"	"love , kindness and generosity who never failed to nurture her adoring family"
168	"She"	"was a continuing source of"	"love , kindness and generosity"
168	"She"	"was"	"a continuing source of generosity"
168	"She"	"was"	"a continuing source of kindness"
168	"She"	"was"	"a continuing source of love kindness and generosity"
168	"She"	"was"	"a continuing source of love"
168	"She"	"was"	"a continuing source"
168	"a continuing source of generosity"	"never failed"	"to nurture her adoring family"
168	"a continuing source of kindness"	"never failed"	"to nurture her adoring family"
168	"a continuing source of love kindness and generosity"	"never failed"	"to nurture her adoring family"
168	"a continuing source of love"	"never failed"	"to nurture her adoring family"
168	"her"	"has"	"adoring family"
There is a mind-bending illogic behind the Bush administration's decision yesterday to withhold $34 million from the United Nations Population Fund, which is working in China despite continued practices there of coerced abortion and sterilization.
169	"$ 34 million from the United Nations Population Fund"	"is working"	"in China despite continued practices there of coerced abortion and sterilization"
169	"$ 34 million from the United Nations Population Fund"	"is working"	"in China despite continued practices there of coerced abortion"
169	"$ 34 million from the United Nations Population Fund"	"is working"	"in China despite continued practices there of coerced sterilization"
169	"$ 34 million from the United Nations Population Fund"	"is working"	"in China"
169	"a mind-bending illogic behind the Bush administration 's decision yesterday to withhold $ 34 million from the United Nations Population Fund"	"There is"
169	"the Bush administration"	"has"	"decision"
169	"the United Nations Population Fund"	"is working in"	"China"
In 1954, the committee presented a $100 million improvement plan and obtained legislation to set up a nondividend paying corporation to borrow the funds to create a new Aqueduct and to improve Belmont and Saratoga race tracks.
170	"a $ 100 million improvement plan"	"be presented in"	"1954"
170	"the committee"	"obtained"	"legislation to set up a nondividend paying corporation to borrow the funds to create a new Aqueduct In 1954"
170	"the committee"	"obtained"	"legislation to set up a nondividend paying corporation to borrow the funds to create a new Aqueduct and to improve Belmont and Saratoga race tracks In 1954"
170	"the committee"	"obtained"	"legislation to set up a nondividend paying corporation to borrow the funds to create a new Aqueduct and to improve Belmont and Saratoga race tracks"
170	"the committee"	"obtained"	"legislation to set up a nondividend paying corporation to borrow the funds to create a new Aqueduct"
170	"the committee"	"obtained"	"legislation to set up a nondividend paying corporation to borrow the funds to improve Belmont race tracks In 1954"
170	"the committee"	"obtained"	"legislation to set up a nondividend paying corporation to borrow the funds to improve Belmont race tracks"
170	"the committee"	"obtained"	"legislation to set up a nondividend paying corporation to borrow the funds to improve Saratoga race tracks In 1954"
170	"the committee"	"obtained"	"legislation to set up a nondividend paying corporation to borrow the funds to improve Saratoga race tracks"
170	"the committee"	"presented a $ 100 million improvement plan in"	"1954"
170	"the committee"	"presented"	"a $ 100 million improvement plan In 1954"
170	"the committee"	"presented"	"a $ 100 million improvement plan"
170	"the funds"	"to create"	"a new Aqueduct"
170	"the funds"	"to improve"	"Belmont and Saratoga race tracks"
170	"the funds"	"to improve"	"Belmont race tracks"
170	"the funds"	"to improve"	"Saratoga race tracks"
She is a daughter of Mr. and Mrs. Francis T. Doyen of Fishers Island.
171	"She"	"is a daughter of"	"Mr. and Mrs. Francis T. Doyen of Fishers Island"
171	"She"	"is"	"Mrs. Francis T. Doyen of Fishers Island of Mr."
171	"She"	"is"	"Mrs. Francis T. Doyen of Fishers Island"
171	"She"	"is"	"a daughter and Mrs. Francis T. Doyen of Fishers Island of Mr."
171	"She"	"is"	"a daughter and Mrs. Francis T. Doyen of Fishers Island"
171	"She"	"is"	"a daughter of Mr. and Mrs. Francis T. Doyen of Fishers Island"
171	"She"	"is"	"a daughter of Mr."
171	"She"	"is"	"a daughter"
The Roman Catholic Church denied Tuesday that it was sheltering a top Croatian war crimes suspect, after an allegation by a United Nations prosecutor that the suspect was hiding in a monastery and that the Vatican had refused pleas to help find him.
172	"The Roman Catholic Church"	"denied in"	"Tuesday"
172	"The Roman Catholic Church"	"denied"	"Tuesday that it was sheltering a top Croatian war crimes suspect after an allegation by a United Nations prosecutor that the suspect was hiding in a monastery and that the Vatican had refused pleas to help find him"
172	"The Roman Catholic Church"	"denied"	"Tuesday that it was sheltering a top Croatian war crimes suspect after an allegation by a United Nations prosecutor that the suspect was hiding in a monastery"
172	"The Roman Catholic Church"	"denied"	"Tuesday that it was sheltering that the Vatican had refused pleas to help find him"
172	"The Roman Catholic Church"	"denied"	"Tuesday"
172	"The Roman Catholic Church"	"denied"	"that it was sheltering a top Croatian war crimes suspect after an allegation by a United Nations prosecutor that the suspect was hiding in a monastery and that the Vatican had refused pleas to help find him"
172	"The Roman Catholic Church"	"denied"	"that it was sheltering a top Croatian war crimes suspect after an allegation by a United Nations prosecutor that the suspect was hiding in a monastery"
172	"The Roman Catholic Church"	"denied"	"that it was sheltering that the Vatican had refused pleas to help find him"
172	"a top Croatian war crimes"	"suspect after"	"an allegation"
172	"a top Croatian war crimes"	"suspect"	"after an allegation that the suspect was hiding in a monastery"
172	"a top Croatian war crimes"	"suspect"	"by a United Nations prosecutor that the suspect was hiding in a monastery"
172	"a top Croatian war crimes"	"suspect"	"that the suspect was hiding in a monastery"
172	"it"	"was sheltering"	"a top Croatian war crimes"
172	"it"	"was"	"sheltering a top Croatian war crimes suspect after an allegation by a United Nations prosecutor that the suspect was hiding in a monastery and that the Vatican had refused pleas to help find him"
172	"it"	"was"	"sheltering a top Croatian war crimes suspect after an allegation by a United Nations prosecutor that the suspect was hiding in a monastery"
172	"it"	"was"	"sheltering that the Vatican had refused pleas to help find him"
172	"the Vatican"	"had refused"	"pleas to help find him"
172	"the Vatican"	"had refused"	"pleas"
172	"the Vatican"	"was hiding in"	"a monastery"
172	"the suspect"	"had refused"	"pleas to help find him"
172	"the suspect"	"was hiding in"	"a monastery"
172	"the suspect"	"was hiding"	"in a monastery"
While the Christmas-New Year's season is always a slack time for most lines of work, it's even more so when the holidays break two consecutive normal weeks into four discombobulating two-day weeks.
173	"it"	"'s"	"even more so when the holidays break two consecutive normal weeks into four discombobulating two-day weeks While the Christmas-New Year 's season is always a slack time for most lines of work"
173	"it"	"'s"	"even more so when the holidays break two consecutive normal weeks into four discombobulating two-day weeks"
173	"the Christmas-New Year 's season"	"is always a slack time for"	"most lines of work"
173	"the Christmas-New Year 's season"	"is always"	"a slack time"
173	"the Christmas-New Year 's season"	"is"	"a slack time always"
173	"the Christmas-New Year 's season"	"is"	"a slack time for most lines of work"
173	"the Christmas-New Year 's season"	"is"	"a slack time"
173	"the Christmas-New Year"	"has"	"season"
173	"the holidays"	"break"	"two consecutive normal weeks into four discombobulating two-day weeks"
173	"the holidays"	"break"	"two consecutive normal weeks when"
173	"the holidays"	"break"	"two consecutive normal weeks"
Then another musical selection served as a prelude to scenes from a comic dance-drama in the folk style.
174	"another musical selection"	"Then served as"	"a prelude"
174	"another musical selection"	"served as"	"a prelude"
174	"another musical selection"	"served"	"as a prelude to scenes from a comic dance-drama in the folk style"
174	"another musical selection"	"served"	"as a prelude to scenes"
Divertimento" from "Le Baiser de la Fee," presented by the New York City Ballet on Wednesday night at the New York State Theater, is one of George Balanchine's odder ballets.
175	"Divertimento from Le Baiser de la Fee"	"presented"	"by the New York City Ballet at the New York State Theater"
175	"Divertimento from Le Baiser de la Fee"	"presented"	"by the New York City Ballet night"
175	"Divertimento from Le Baiser de la Fee"	"presented"	"by the New York City Ballet on Wednesday"
175	"Divertimento from Le Baiser de la Fee"	"presented"	"by the New York City Ballet"
175	"George Balanchine"	"has"	"odder ballets"
175	"Le Baiser"	"is"	"one of George Balanchine 's odder ballets"
175	"Wednesday night"	"is one of"	"George Balanchine 's odder ballets"
175	"one of George Balanchine 's odder ballets"	"is"	"Divertimento from Le Baiser de la Fee presented by the New York City Ballet on Wednesday night at the New York State Theater"
The consortium, called CityLink Telecommunications Ltd., has pledged to invest $568 million to upgrade the telecommunication capabilities of the subway system, which is being overhauled, and maintain it for 20 years.
176	"The consortium called CityLink Telecommunications Ltd."	"has pledged"	"to invest $ 568 million to maintain it for 20 years"
176	"The consortium called CityLink Telecommunications Ltd."	"has pledged"	"to invest $ 568 million to maintain it"
176	"The consortium called CityLink Telecommunications Ltd."	"has pledged"	"to invest $ 568 million to upgrade the telecommunication capabilities of the subway system"
176	"The consortium"	"be called"	"CityLink Telecommunications Ltd."
176	"it"	"be maintain for"	"20 years"
176	"the subway system"	"is being overhauled"
176	"the telecommunication capabilities of the subway system"	"maintain"	"it"
Today's bet is that the promise of sending British or German or American troops to defend Warsaw or Prague against an unnamed enemy will not only make that unnecessary but will also help to entrench democracy and a free market system in Eastern Europe.
177	"American troops"	"to defend"	"Prague against an unnamed enemy"
177	"American troops"	"to defend"	"Prague"
177	"American troops"	"to defend"	"Warsaw against an unnamed enemy"
177	"American troops"	"to defend"	"Warsaw"
177	"British or German or American troops"	"to defend"	"Warsaw or Prague against an unnamed enemy"
177	"British or German or American troops"	"to defend"	"Warsaw or Prague"
177	"British"	"to defend"	"Prague against an unnamed enemy"
177	"British"	"to defend"	"Prague"
177	"British"	"to defend"	"Warsaw against an unnamed enemy"
177	"British"	"to defend"	"Warsaw"
177	"German troops"	"to defend"	"Prague against an unnamed enemy"
177	"German troops"	"to defend"	"Prague"
177	"German troops"	"to defend"	"Warsaw against an unnamed enemy"
177	"German troops"	"to defend"	"Warsaw"
177	"Today 's bet"	"is"	"that the promise of sending American troops to defend Warsaw or Prague against an unnamed enemy will not only make that unnecessary but will also help to entrench democracy and a free market system in Eastern Europe"
177	"Today 's bet"	"is"	"that the promise of sending British or German or American troops to defend Warsaw or Prague against an unnamed enemy will not only make that unnecessary but will also help to entrench democracy and a free market system in Eastern Europe"
177	"Today 's bet"	"is"	"that the promise of sending British to defend Prague against an unnamed enemy will not only make that unnecessary but will also help to entrench democracy and a free market system in Eastern Europe"
177	"Today 's bet"	"is"	"that the promise of sending British to defend Warsaw against an unnamed enemy will also help to entrench a free market system in Eastern Europe"
177	"Today 's bet"	"is"	"that the promise of sending British to defend Warsaw against an unnamed enemy will also help to entrench democracy in Eastern Europe"
177	"Today 's bet"	"is"	"that the promise of sending British to defend Warsaw against an unnamed enemy will not only make that unnecessary"
177	"Today 's bet"	"is"	"that the promise of sending German troops to defend Warsaw or Prague against an unnamed enemy will not only make that unnecessary but will also help to entrench democracy and a free market system in Eastern Europe"
177	"Today"	"has"	"bet"
177	"Warsaw or Prague"	"to be defend against"	"an unnamed enemy"
177	"an unnamed enemy"	"will not only make"	"that unnecessary"
177	"democracy and a free market system"	"to be entrench in"	"Eastern Europe"
177	"that"	"unnecessary"
177	"the promise of sending American troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench a free market system also"
177	"the promise of sending American troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench a free market system in Eastern Europe also"
177	"the promise of sending American troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench a free market system in Eastern Europe"
177	"the promise of sending American troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench a free market system"
177	"the promise of sending American troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench democracy also"
177	"the promise of sending American troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench democracy in Eastern Europe also"
177	"the promise of sending American troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench democracy in Eastern Europe"
177	"the promise of sending American troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench democracy"
177	"the promise of sending American troops to defend Warsaw or Prague against an unnamed enemy"	"will not make"	"that unnecessary only"
177	"the promise of sending American troops to defend Warsaw or Prague against an unnamed enemy"	"will not make"	"that unnecessary"
177	"the promise of sending British or German or American troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench democracy and a free market system also"
177	"the promise of sending British or German or American troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench democracy and a free market system in Eastern Europe also"
177	"the promise of sending British or German or American troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench democracy and a free market system in Eastern Europe"
177	"the promise of sending British or German or American troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench democracy and a free market system"
177	"the promise of sending British or German or American troops to defend Warsaw or Prague against an unnamed enemy"	"will not make"	"that unnecessary only"
177	"the promise of sending British or German or American troops to defend Warsaw or Prague against an unnamed enemy"	"will not make"	"that unnecessary"
177	"the promise of sending British to defend Prague against an unnamed enemy"	"will help"	"to entrench a free market system also"
177	"the promise of sending British to defend Prague against an unnamed enemy"	"will help"	"to entrench a free market system in Eastern Europe also"
177	"the promise of sending British to defend Prague against an unnamed enemy"	"will help"	"to entrench a free market system in Eastern Europe"
177	"the promise of sending British to defend Prague against an unnamed enemy"	"will help"	"to entrench a free market system"
177	"the promise of sending British to defend Prague against an unnamed enemy"	"will help"	"to entrench democracy also"
177	"the promise of sending British to defend Prague against an unnamed enemy"	"will help"	"to entrench democracy in Eastern Europe also"
177	"the promise of sending British to defend Prague against an unnamed enemy"	"will help"	"to entrench democracy in Eastern Europe"
177	"the promise of sending British to defend Prague against an unnamed enemy"	"will help"	"to entrench democracy"
177	"the promise of sending British to defend Prague against an unnamed enemy"	"will not make"	"that unnecessary only"
177	"the promise of sending British to defend Prague against an unnamed enemy"	"will not make"	"that unnecessary"
177	"the promise of sending British to defend Warsaw against an unnamed enemy"	"will help"	"to entrench a free market system also"
177	"the promise of sending British to defend Warsaw against an unnamed enemy"	"will help"	"to entrench a free market system in Eastern Europe also"
177	"the promise of sending British to defend Warsaw against an unnamed enemy"	"will help"	"to entrench a free market system in Eastern Europe"
177	"the promise of sending British to defend Warsaw against an unnamed enemy"	"will help"	"to entrench a free market system"
177	"the promise of sending British to defend Warsaw against an unnamed enemy"	"will help"	"to entrench democracy also"
177	"the promise of sending British to defend Warsaw against an unnamed enemy"	"will help"	"to entrench democracy in Eastern Europe also"
177	"the promise of sending British to defend Warsaw against an unnamed enemy"	"will help"	"to entrench democracy in Eastern Europe"
177	"the promise of sending British to defend Warsaw against an unnamed enemy"	"will help"	"to entrench democracy"
177	"the promise of sending British to defend Warsaw against an unnamed enemy"	"will not make"	"that unnecessary only"
177	"the promise of sending British to defend Warsaw against an unnamed enemy"	"will not make"	"that unnecessary"
177	"the promise of sending German troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench a free market system also"
177	"the promise of sending German troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench a free market system in Eastern Europe also"
177	"the promise of sending German troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench a free market system in Eastern Europe"
177	"the promise of sending German troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench a free market system"
177	"the promise of sending German troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench democracy also"
177	"the promise of sending German troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench democracy in Eastern Europe also"
177	"the promise of sending German troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench democracy in Eastern Europe"
177	"the promise of sending German troops to defend Warsaw or Prague against an unnamed enemy"	"will help"	"to entrench democracy"
177	"the promise of sending German troops to defend Warsaw or Prague against an unnamed enemy"	"will not make"	"that unnecessary only"
177	"the promise of sending German troops to defend Warsaw or Prague against an unnamed enemy"	"will not make"	"that unnecessary"
It may seem as if she did not need the training, but it is already paying off.
178	"It"	"may seem"	"as if she did not need the training"
178	"it"	"is paying off"
178	"it"	"is paying off"	"already"
178	"she"	"did not need"	"the training"
His staging has a touch of Broadway corn, with six choreographed female dancers.
179	"His staging"	"has a touch of"	"Broadway corn"
179	"His staging"	"has"	"a touch of Broadway corn with six choreographed female dancers"
179	"His staging"	"has"	"a touch of Broadway corn"
179	"His"	"has"	"staging"
179	"six"	"choreographed"	"female dancers"
Nightmarish Soviet-style bureaucratic controls remain, like needing a special government permit to buy a delivery van.
180	"Nightmarish Soviet-style bureaucratic controls"	"remain"	"like needing a special government permit to buy a delivery van"
180	"a special government"	"permit"	"to buy a delivery van"
The Daisy Systems Corporation said today that some of its bondholders had filed a petition for involuntary bankruptcy against the computer company.
181	"The Daisy Systems Corporation"	"said in"	"today"
181	"The Daisy Systems Corporation"	"said"	"that some of its bondholders had filed a petition for involuntary bankruptcy against the computer company"
181	"The Daisy Systems Corporation"	"said"	"today that some of its bondholders had filed a petition for involuntary bankruptcy against the computer company"
181	"The Daisy Systems Corporation"	"said"	"today"
181	"its"	"has"	"bondholders"
181	"some of its bondholders"	"had filed a petition for"	"involuntary bankruptcy"
181	"some of its bondholders"	"had filed"	"a petition for involuntary bankruptcy against the computer company"
181	"some of its bondholders"	"had filed"	"a petition for involuntary bankruptcy"
The Digital Domain column last Sunday, about Craigslist, the online bulletin board, misstated the name of a consulting firm that found in a survey last fall that many newspaper industry executives were unaware of the site's arrival in their cities.
182	"The Digital Domain column last Sunday about Craigslist"	"is"	"the online bulletin board"
182	"The Digital Domain column last Sunday about Craigslist"	"misstated"	"the name of a consulting firm"
182	"The Digital Domain column"	"misstated"	"the name of a consulting firm"
182	"a consulting firm"	"found in"	"a survey"
182	"a consulting firm"	"found"	"in a survey that many newspaper industry executives were unaware of the site 's arrival in their cities"
182	"a consulting firm"	"found"	"last fall that many newspaper industry executives were unaware of the site 's arrival in their cities"
182	"a consulting firm"	"found"	"that many newspaper industry executives were unaware of the site 's arrival in their cities"
182	"last Sunday"	"misstated the name of"	"a consulting firm"
182	"many newspaper industry executives"	"were unaware of"	"the site 's arrival"
182	"many newspaper industry executives"	"were"	"unaware in their cities"
182	"many newspaper industry executives"	"were"	"unaware of the site 's arrival"
182	"many newspaper industry executives"	"were"	"unaware"
182	"the name of a consulting firm"	"found in"	"a survey"
182	"the site"	"has"	"arrival"
182	"their"	"has"	"cities"
A review on June 29, about two books on German musicians and music in the Nazi period, referred incorrectly to Fred K. Prieberg's 1982 German book on those subjects.
183	"A review on June 29"	"is"	"about two books on German musicians and music in the Nazi period"
183	"A review on June 29"	"is"	"about two books on German musicians"
183	"A review on June 29"	"is"	"music in the Nazi period"
183	"A review on June 29"	"referred"	"incorrectly on those subjects"
183	"A review on June 29"	"referred"	"incorrectly to Fred K. Prieberg 's 1982 German book"
183	"A review on June 29"	"referred"	"incorrectly"
183	"A review"	"be about two books on"	"German musicians and music"
183	"A review"	"referred incorrectly to"	"Fred K. Prieberg 's 1982 German book"
183	"Fred K. Prieberg"	"has"	"1982 German book"
183	"German musicians and music"	"referred incorrectly to"	"Fred K. Prieberg 's 1982 German book"
Hayden's Point was built by James Gamble Rogers for Chet Bowles, and it was never meant to be a showplace.
184	"Hayden 's Point"	"was built by"	"James Gamble Rogers"
184	"Hayden 's Point"	"was built"	"by James Gamble Rogers for Chet Bowles"
184	"Hayden 's Point"	"was never meant"	"a showplace"
184	"Hayden"	"has"	"Point"
184	"it"	"was built by"	"James Gamble Rogers"
184	"it"	"was never meant to be"	"a showplace"
184	"it"	"was never meant"	"a showplace"
184	"it"	"was never meant"	"to be a showplace"
Bennett confirmed when he addressed the Township Council tonight that the United States attorney's office had requested information from the township.
185	"Bennett"	"confirmed"	"when he addressed the Township Council tonight that the United States attorney 's office had requested information from the township"
185	"he"	"addressed"	"the Township Council tonight that the United States attorney 's office had requested information from the township when"
185	"he"	"addressed"	"the Township Council tonight that the United States attorney 's office had requested information from the township"
185	"he"	"addressed"	"the Township Council tonight"
185	"the United States attorney 's office"	"had requested information from"	"the township"
185	"the United States attorney 's office"	"had requested"	"information from the township"
185	"the United States attorney 's office"	"had requested"	"information"
185	"the United States attorney"	"has"	"office"
In 1964, he joined CBS News as an associate producer of "CBS News With Walter Cronkite" in Washington, and he later became the producer for White House correspondent Dan Rather, now CBS's weekday anchor, during the Nixon Administration.
186	"CBS News"	"be joined as"	"an associate producer of "CBS News"
186	"CBS News"	"be joined in"	"1964"
186	"CBS"	"has"	"weekday anchor"
186	"Dan Rather"	"be correspondent for"	"White House"
186	"Dan Rather"	"be correspondent of"	"White House"
186	"Walter Cronkite"	"later became the producer for"	"White House correspondent Dan Rather"
186	"Walter Cronkite"	"later became"	"" in Washington , and he later became the producer"
186	"he"	"be an associate producer of"	""CBS News"
186	"he"	"became"	"the producer during the Nixon Administration"
186	"he"	"became"	"the producer for White House correspondent Dan Rather now CBS 's weekday anchor"
186	"he"	"became"	"the producer later"
186	"he"	"became"	"the producer"
186	"he"	"joined CBS News as"	"an associate producer of "CBS News"
186	"he"	"joined CBS News in"	"1964"
186	"he"	"joined CBS News"	"1964"
186	"he"	"joined"	"CBS News In 1964"
186	"he"	"joined"	"CBS News as an associate producer of CBS News With Walter Cronkite"
186	"he"	"joined"	"CBS News in Washington"
186	"he"	"joined"	"CBS News"
186	"he"	"later became the producer for"	"White House correspondent Dan Rather"
Her subjects were friends and artists who posed for her in their "Full Monty" glory.
187	"Her subjects"	"were"	"artists"
187	"Her subjects"	"were"	"friends and artists who posed for her in their " Full Monty " glory"
187	"Her subjects"	"were"	"friends and artists"
